transaction_amount,hour_of_day,distance_from_home_km,transactions_last_hour,is_online_order,merchant_risk_score,is_fraud
59.28145928730929,9.298995980597645,16.048536278489966,1,0,0.08536536600209921,0
94.28840985123175,18.904385019332388,10.332544777838983,0,1,0.42140430871058354,0
40.34815718291043,15.130453169465007,8.472545769580378,0,1,0.2206398928294113,0
75.73688691063838,15.644186749359754,8.488474337949222,2,0,0.307139768365308,0
352.88415030523583,22.392571003494716,11.743702595820599,3,1,0.2839537630509659,0
71.29097334615939,20.82010999035801,14.849761169577999,1,0,0.24113659555122596,0
27.36322071407401,9.27017724327671,4.533060874686787,0,0,0.348771361945013,0
191.69134229786158,15.454025102945646,14.104715327085664,0,0,0.2228437280989442,0
69.08356461975686,23.601177383619866,11.586978991639086,0,0,0.28545290122861056,0
81.71279621177126,10.18910574588283,1.3092177457895873,0,0,0.23578211061065402,0
10.963529829986527,10.91126201965317,6.176432472530431,2,1,0.0,0
49.18230347496197,11.275881463751727,5.53139475969211,1,0,0.02903730168546395,0
44.99233028633139,8.681182365714935,6.4834747255388265,2,0,0.2362619650068619,0
70.50990356928182,16.994935865057236,5.042991682311415,0,0,0.0335212409967921,0
22.379948651691514,6.3312078686430215,2.2523812471433367,1,0,0.5375536277307204,0
153.1581242666976,10.946765755651658,1.8124753659177895,0,0,0.21086233345755717,0
134.60097532145505,16.748992862059456,1.0559807457991175,1,0,0.0,0
35.808136175036466,20.248977358339527,9.607542929471261,0,1,0.0,0
87.21388645968725,13.754413162066522,6.674065270939716,3,0,0.36595489324861386,0
26.365624259956416,18.880858115666527,0.4702607345245893,0,0,0.10513209339874337,0
37.64067476916961,11.39972992981321,16.809600274274853,1,0,0.13167384183803926,0
54.74863083552386,19.30671801118204,7.286749546928082,0,0,0.0,0
46.68672136229428,9.80783191927977,9.505737497737098,1,1,0.46070088046503765,0
106.71544274736485,19.01520925837875,1.642170627538123,0,0,0.03800863927306197,0
82.74797251872563,12.86815575791828,2.65915645655285,1,1,0.0482303415403951,0
104.69338267557961,8.241916929296524,8.11163845476007,0,0,0.13401525589229296,0
11.99958281658594,10.489173562744474,18.824810488665335,1,0,0.2457324437433075,0
43.85861800975234,16.227528490404104,7.342556064621519,0,0,0.05171709666547761,0
166.48103838920264,12.447401857876867,9.953621913812121,3,1,0.2167087569110243,0
86.47692126675322,14.813894099555112,10.388574539088536,1,0,0.5851248252502388,0
36.24028868075966,13.497435126541612,1.9385280268387213,0,0,0.0,0
120.24632472334672,9.547405388104268,7.936305140562871,0,1,0.2230110910869647,0
127.52258955503551,18.92263352728394,1.807704016633708,2,0,0.0,0
67.56220086024634,10.442347863192186,3.978427518954093,2,0,0.3978372737274736,0
156.39162639412882,3.564350387073418,6.4577972678791715,1,0,0.2408276103175828,0
65.27131311886085,17.44001168576386,15.35494993520433,0,0,0.24675086552762188,0
260.8691740258957,11.422183694328119,10.200092871180676,2,0,0.010807060449114753,0
135.6127334746816,13.910076222569545,1.7943043456456964,0,1,0.31004329765530103,0
35.01811797384487,6.5401063783118,3.1006948666566494,2,0,0.15201403510578154,0
309.11082159503883,10.957135801644613,246.404645389329,7,1,0.5290391959071991,1
87.28593834876405,20.801041566070488,2.196731559501795,1,1,0.2190257934358935,0
177.76694095331283,10.033875871856676,7.730924165322225,0,1,0.2524967232363909,0
146.0134422681365,6.265938354916695,7.69777353522289,0,0,0.15732446458082355,0
73.80802495302117,9.62807329731175,13.020353670333389,2,0,0.1475952020184739,0
162.9825392069559,15.988884721153333,1.6718016087741878,0,0,0.42253902130154264,0
159.07363115348485,9.103279932865448,4.493295059815868,0,1,0.2308182877417942,0
65.87064642448058,22.394067136625814,15.758688138738313,0,0,0.07751679347777436,0
20.49793145783262,16.19160448701848,7.56147038851925,4,0,0.25051679872496213,0
14.613392830900828,10.640110775195918,1.5300238452110078,0,1,0.285696422827762,0
27.260642268712807,14.828599208679726,10.782475941873493,0,1,0.23432648323039465,0
80.00248382838438,16.868613736132165,12.508764954073666,3,1,0.10430109549792956,0
54.80988506422963,16.11509959195081,9.600198927012954,0,0,0.2072276988136223,0
112.83175034273631,15.841157850853039,7.438868530843963,1,1,0.367930989530452,0
11.611811375544685,11.073595188987111,13.211489202601578,1,0,0.2563419538034843,0
51.501558695802565,14.44114192835327,9.479954560806956,1,0,0.28921811934604996,0
24.263683297237574,14.429155634378427,7.208470030723724,0,0,0.5372230355418913,0
88.78625418434615,11.905992891448964,19.835372195258433,0,0,0.0,0
44.52190869914138,10.189055075209554,0.7830406776485468,0,0,0.0,0
371.2166505456438,13.812359304962785,4.830024566734538,0,0,0.4631548916386703,0
3.788012859846746,11.378804485611386,12.349793912968886,0,0,0.35542265957969665,0
93.62253784002223,9.551794836260674,10.33965700588357,0,0,0.24577680795758422,0
90.41932225270615,15.634061627942373,9.32762359279743,0,1,0.0,0
71.8951303736238,20.959615870249415,2.944711965974661,1,1,0.47550786113817206,0
15.588670636283027,16.0491224215958,8.494334574799467,0,0,0.05270047883090162,0
23.322978360649273,18.603082790217044,4.911129074631312,2,0,0.03448471359180108,0
108.82391281583244,22.36523948185895,6.420955751682491,2,0,0.021291744667278734,0
52.50725739691984,6.689736532108639,17.653995403274422,1,0,0.5766051109070734,0
334.9199500479748,12.127181166813237,1.5322215542727946,1,0,0.16574005824214394,0
46.968980687179595,19.929238364449418,3.545263105562741,0,1,0.2961766387375783,0
85.50976489055182,18.260336761409462,12.003346607616244,1,1,0.295517196674421,0
32.60389038624327,13.97160437564754,9.741108045957462,0,0,0.4201157806759319,0
128.40524645650495,8.742177591320718,2.352930919423665,0,1,0.20383451359936952,0
183.5220699746425,14.745414169363789,3.451341479826308,0,0,0.3080347205228684,0
18.239693352637854,16.887913729146792,5.714499398192814,1,0,0.09105794862905188,0
117.64708967908797,13.398407895484215,1.9227809401433449,3,0,0.15447489751036705,0
18.909317099167676,15.183664826036038,12.663811005231032,1,0,0.16028650673480704,0
75.96310462672437,18.692119855721703,15.707253830388831,1,0,0.20559723203324384,0
133.48037538715795,16.337173232132024,0.9689775887383547,2,0,0.3069438504788644,0
25.54581364940622,9.739264489712422,2.652942904703521,1,1,0.24703221427463223,0
100.12303375875993,14.633272242014682,6.496497846269362,1,0,0.06536201602815642,0
39.545368768511466,1.2904192432643384,2.0811657530927783,0,1,0.3519193132956676,0
148.44586081587386,14.666899278461278,5.0933435704174315,1,0,0.0,0
100.38727656104597,15.926313801396367,8.742873242292362,0,1,0.0,0
51.2167165192122,6.159372111690956,0.8991740517105606,1,0,0.05594514537306991,0
85.59307341581024,14.797573816851793,6.648798821498394,2,1,0.0928693314286575,0
157.03240280462992,12.97087755839906,3.41926546784625,1,1,0.17457370691161825,0
34.43670697920007,16.286214116743405,8.168572694128724,0,0,0.15231650641001881,0
67.5762532284629,9.632559582290703,0.29162344245627203,2,0,0.43360796250135414,0
52.98719146558219,15.537160061847544,29.261099078308504,1,0,0.0717612944352482,0
10.69808819028135,14.4856658070412,26.762279922534283,1,0,0.13959498007065885,0
126.79112161257372,15.286567983338026,5.299600304204922,1,0,0.47488794291289643,0
76.70358971947807,11.229413823993143,5.14629583076137,1,1,0.04211144787242002,0
58.824963346062574,17.510137859700503,3.3656112564735974,0,1,0.3507783302541545,0
89.82718345198462,11.666300274501637,4.345906032576139,0,0,0.15128039547878191,0
23.691721423458787,12.944347816104557,13.715500319636694,1,0,0.058299455824649016,0
42.53286580632544,21.71667559918364,15.723755691472244,0,0,0.2733770766002872,0
42.72947765980334,12.70697210572208,1.8040369083198842,1,1,0.18726704788624077,0
122.63472932825076,12.765832607035248,4.208002180292855,1,0,0.3603937084635336,0
